Original Text,Translated Text,Character Count
"Penerimaan Negara meliputi antara lain transaksi pembayaran
                    Pajak, Bea dan Cukai, Penerimaan Negara Bukan Pajak, dan
                    penerimaan negara lainnya;","国家收入主要包括支付交易
                    税收、关税和消费税、国家非税收入以及
                    其他国家收入；",183
"melalui menu yang disediakan oleh BCA di myBCA Bisnis, dalam
                mata uang rupiah, dan transaksi tersebut tidak dapat dilakukan
                dalam pecahan desimal.","通过 BCA 在 myBCA Bisnis 中提供的菜单，以货币进行交易。
                货币，此类交易不能以十进制小数进行。
                十进制小数。",178
Transaksi pembayaran tagihan dan pembelian,账单支付和购买交易,42
voucher,传票,7
"isi
                ulang dapat dilakukan dengan atau tanpa terlebih dahulu
                mendaftarkan nomor pelanggan.","内容
                充值时可以先注册或不注册客户编号
                注册客户编号。",121
"Transaksi pembayaran tagihan, pembelian",账单支付交易、采购,39
voucher,传票,7
"isi
                ulang, dan Penerimaan Negara hanya dapat dijalankan setelah
                Nasabah melakukan otorisasi atas transaksi tersebut melalui
                myBCA Bisnis.","内容
                充值和国家税收只能在以下情况下执行
                客户通过
                myBCA 业务授权后方可执行。",185
"Otorisasi atas transaksi pembayaran tagihan, pembelian",授权账单支付交易、采购,54
voucher,传票,7
"isi ulang, dan Penerimaan Negara melalui myBCA
                Bisnis wajib dilakukan Nasabah dengan mengikuti ketentuan yang
                berlaku di BCA.","充值，以及通过 myBCA 缴纳国家税收
                客户必须按照 BCA 适用的规定办理业务。
                适用于 BCA。",157
"Nasabah wajib menyediakan dana yang cukup dalam rekening sumber
                dana pendebetan untuk pembayaran tagihan, pembelian","客户必须在源账户中提供足够的资金
                账户中必须有足够的资金用于支付账单、购买",131
voucher,传票,7
"isi ulang, serta Penerimaan Negara.",以及国家税收。,35
"BCA dengan pertimbangan tertentu berhak untuk menolak
                menjalankan transaksi pembayaran tagihan, pembelian","在某些情况下，BCA 有权拒绝
                执行账单支付交易、购买",121
voucher,传票,7
"isi ulang, atau Penerimaan Negara yang
                dilakukan oleh Nasabah, antara lain apabila data yang diinput
                Nasabah tidak lengkap, nominal transaksi melebihi limit yang
                berlaku, atau dana di rekening sumber dana tidak mencukupi.","如果客户输入的数据不完整、交易额超过限额，则可能出现以下情况
                如果客户输入的数据不完整、交易额度超过限额、或源账户中的资金不足。
                如果客户输入的数据不完整、交易金额超过适用限额或资金来源账户中的资金不足。
                如果客户输入的数据不完整、交易金额超过适用限额或资金来源账户中的资金不足，则可能会导致交易金额超过适用限额或资金来源账户中的资金不足。",269
"Khusus pembayaran tagihan untuk Penerimaan Negara akan dianggap
                berhasil apabila dana di rekening sumber dana yang ditentukan
                oleh Nasabah berhasil didebet dan Nomor Transaksi Penerimaan
                Negara (NTPN) dan Nomor Transaksi Bank (NTB) berhasil
                diterbitkan.","特别是，国家税收账单的支付将被认为是成功的。
                如果客户指定的资金来源账户中的资金被成功借记，且国家税收交易编号（NTPN）和银行交易编号（NTB
                客户指定的资金来源账户中的资金被成功借记，并且国家税收交易编号 (NTPN) 和银行交易编号 (NTB) 被成功借记，则国家税收账单的支付将被视为成功。
                交易编号 (NTPN) 和银行交易编号 (NTB) 成功签发。
                发出。",317
"Nasabah menyatakan bahwa data terkait pembayaran tagihan,
                pembelian","客户称数据与账单支付有关、
                购买",83
voucher,传票,7
"isi ulang, dan Penerimaan Negara
                telah dibuat dengan sebenar-benarnya dan telah diperiksa dengan
                saksama. Oleh karena itu, segala kesalahan pada data terkait
                pembayaran tagihan, pembelian","国家税收
                已如实填写并仔细核对。
                仔细。因此，与
                账单支付、购买",235
voucher,传票,7
"isi ulang, dan
                Penerimaan Negara tersebut sepenuhnya menjadi tanggung jawab
                Nasabah.","续装，以及
                国家税收完全由
                客户。",116
"Nasabah dengan ini setuju untuk membayar seluruh tagihan yang
                bersifat","客户特此同意支付以下所有发票
                是",86
fixed bills,固定账单,11
"sesuai dengan nominal yang
                ditagihkan, termasuk jika terjadi perubahan nominal yang
                ditagihkan.","包括发票金额的任何变动。
                发票金额，包括发票金额的任何变更。
                已开票。",127
"Nasabah bertanggung jawab sepenuhnya atas segala akibat yang
                timbul sehubungan dengan setiap transaksi atau aktivitas yang
                dilakukan Nasabah terkait dengan transaksi pembayaran tagihan,
                pembelian","客户对与任何交易或活动有关的所有后果负全部责任。
                与客户进行的任何交易或活动有关的
                客户进行的与账单支付交易有关的任何交易或活动所产生的一切后果负全部责任、
                购买",243
voucher,传票,7
"isi ulang, dan Penerimaan Negara
                melalui myBCA Bisnis, termasuk namun tidak terbatas pada
                kesalahan pendaftaran data atau kesalahan input oleh Nasabah.
                Nasabah dengan ini membebaskan BCA dari segala tuntutan,
                gugatan, dan/atau tindakan hukum lainnya dalam bentuk apa pun
                dari pihak manapun termasuk dari Nasabah sehubungan dengan hal
                tersebut di atas.","充值和国家收入
                包括但不限于
                数据注册错误或客户输入错误。
                客户特此免除 BCA 的所有索赔、
                诉讼和/或其他任何形式的法律行动
                包括客户在内的任何一方提出的与上述内容有关的索赔、诉讼和/或其他法律行动。
                上述行为。",447
Bulk Payment,批量付款,12
"Nasabah dapat melakukan transaksi pembayaran tagihan, pembelian",客户可以进行账单支付交易、购物,63
voucher,传票,7
"isi ulang, dan Penerimaan Negara sebagaimana
                yang dimaksud dalam butir L.2.c.1) di atas secara","国家税收
                上述第 L.2.c.1) 点中提及的国家收入。",110
bulk,散装,4
"dalam mata uang rupiah dan transaksi tersebut
                tidak dapat dilakukan dalam pecahan desimal.","以印尼盾货币进行的交易
                不能以小数点后的分数进行交易。",106
"Nasabah dapat menentukan tanggal pemrosesan transaksi Bulk
                Payment, sesuai dengan waktu dan tanggal pemrosesan transaksi
                yang berlaku di BCA. BCA berhak menolak memproses transaksi Bulk
                Payment di luar waktu dan tanggal pemrosesan transaksi yang
                berlaku di BCA.","客户可根据交易处理时间和日期确定批量付款的处理日期。
                根据 BCA 适用的交易处理时间和日期
                的交易处理时间和日期。BCA 有权拒绝处理批量付款交易。
                BCA有权拒绝在BCA适用的交易处理时间和日期之外处理批量付款交易。
                批量付款的处理时间和日期适用于 BCA。",325
